query_dish_id,query_dish_name,query_category,query_ingredients,candidate_dish_id,candidate_dish_name,candidate_category,candidate_ingredients,score_qwen2_5_7b,score_llama3_1_8b,score_gemma2_9b,score_mistral_7b,score_mean,n_models
dish4898,Tép rang mặn ngọt,mon xao,"Tép tươi, Hành tím, Tỏi, Hành lá, Dầu ăn",dish4745,Tôm xào măng,mon xao,"Tôm, Măng tươi, Hành lá, Ớt hiểm, Hành tím",1,1,1,1,1.0,4
dish4898,Tép rang mặn ngọt,mon xao,"Tép tươi, Hành tím, Tỏi, Hành lá, Dầu ăn",dish4856,Ốc mỡ xào bơ tỏi,mon xao,"Ốc mỡ, Tỏi băm, Ớt, Rau răm, Đậu phộng rang",1,1,1,1,1.0,4
dish4898,Tép rang mặn ngọt,mon xao,"Tép tươi, Hành tím, Tỏi, Hành lá, Dầu ăn",dish4735,Thịt bò xào tỏi,mon xao,"Thịt bò, Tỏi, Hành tím, Nước tương, Nước mắm",1,1,2,1,1.25,4
dish4898,Tép rang mặn ngọt,mon xao,"Tép tươi, Hành tím, Tỏi, Hành lá, Dầu ăn",dish5143,Tôm sốt phô mai,mon xao,"Tôm, Phô mai mozzarella, Bắp ngọt, Rong biển, Mùi tây khô",0,1,1,1,0.75,4
dish9284,Socola trắng bằng dừa và bột sữa,an vat,"Dầu dừa, Bột sữa, Đường, Tinh dầu vani",dish8820,Chà bông cá ngừ đại dương,an vat,"Cá ngừ đại dương, Gừng, Sả, Tỏi, Bột ngọt",0,1,0,0,0.25,4
dish9284,Socola trắng bằng dừa và bột sữa,an vat,"Dầu dừa, Bột sữa, Đường, Tinh dầu vani",dish9189,Mứt cà rốt,an vat,"Cà rốt, Đường",0,1,1,0,0.5,4
dish9284,Socola trắng bằng dừa và bột sữa,an vat,"Dầu dừa, Bột sữa, Đường, Tinh dầu vani",dish9201,Mứt mận đỏ miền Nam,an vat,"Mận đỏ, Đường, Muối",0,1,1,0,0.5,4
dish9284,Socola trắng bằng dừa và bột sữa,an vat,"Dầu dừa, Bột sữa, Đường, Tinh dầu vani",dish8907,Kẹo dâu tây,an vat,"Dâu tây, Bột nếp, Muối, Đường",0,1,1,0,0.5,4
dish9284,Socola trắng bằng dừa và bột sữa,an vat,"Dầu dừa, Bột sữa, Đường, Tinh dầu vani",dish8920,Mứt táo ta bằng nước vôi,an vat,"Táo ta, Đường cát vàng, Vôi tôi, Phèn chua",0,1,1,0,0.5,4
dish9284,Socola trắng bằng dừa và bột sữa,an vat,"Dầu dừa, Bột sữa, Đường, Tinh dầu vani",dish8814,Dâu tây ngâm đường,an vat,"Dâu tây, Đường, Muối hạt",0,1,1,0,0.5,4
dish9284,Socola trắng bằng dừa và bột sữa,an vat,"Dầu dừa, Bột sữa, Đường, Tinh dầu vani",dish8971,Muối vừng lạc,an vat,"Đậu phộng sống, Mè trắng, Muối hột",0,1,1,0,0.5,4
dish9284,Socola trắng bằng dừa và bột sữa,an vat,"Dầu dừa, Bột sữa, Đường, Tinh dầu vani",dish9196,Mứt dừa làm bằng lò nướng,an vat,"Cùi dừa, Đường, Vani",1,1,1,1,1.0,4
dish3567,Kem socola,mon kem,"Siro socola, Bột cacao, Sữa tươi không đường, Bột sữa, Kem béo dạng đặc",dish3655,Kem mè đen,mon kem,"Mè đen, Sữa tươi không đường, Sữa đặc, Sữa chua, Muối",1,1,1,1,1.0,4
dish3567,Kem socola,mon kem,"Siro socola, Bột cacao, Sữa tươi không đường, Bột sữa, Kem béo dạng đặc",dish3577,Kem từ sữa bột,mon kem,"Sữa bột, Sữa tươi không đường, Đường, Bột bắp, Tinh chất vani",1,1,1,1,1.0,4
dish3567,Kem socola,mon kem,"Siro socola, Bột cacao, Sữa tươi không đường, Bột sữa, Kem béo dạng đặc",dish3560,Cách làm kem xoài với sữa Ông Thọ,mon kem,"Xoài chín lớn, Sữa Ông Thọ, Whipping cream",0,1,1,1,0.75,4
dish3567,Kem socola,mon kem,"Siro socola, Bột cacao, Sữa tươi không đường, Bột sữa, Kem béo dạng đặc",dish3662,Kem tiramisu,mon kem,"Whipping cream, Rượu Rhum, Bơ lạt đun chảy, Sữa đặc, Bột cacao",1,1,1,1,1.0,4
dish3567,Kem socola,mon kem,"Siro socola, Bột cacao, Sữa tươi không đường, Bột sữa, Kem béo dạng đặc",dish3568,Kem nhãn,mon kem,"Cơm nhãn, Whipping cream, Sữa tươi không đường, Lòng đỏ trứng gà, Tinh chất vani",1,1,1,0,0.75,4
dish3567,Kem socola,mon kem,"Siro socola, Bột cacao, Sữa tươi không đường, Bột sữa, Kem béo dạng đặc",dish3564,Kem mít bằng máy xay sinh tố,mon kem,"Mít, Whipping cream, Sữa đặc, Đường",1,1,1,1,1.0,4
dish3567,Kem socola,mon kem,"Siro socola, Bột cacao, Sữa tươi không đường, Bột sữa, Kem béo dạng đặc",dish3587,Kem cam que,mon kem,"Cam vàng, Màu cam thực phẩm, Hương liệu mùi cam, Bột mì đa dụng, Đường",1,1,1,1,1.0,4
dish3567,Kem socola,mon kem,"Siro socola, Bột cacao, Sữa tươi không đường, Bột sữa, Kem béo dạng đặc",dish3660,Kem bí đỏ,mon kem,"Bí đỏ, Nước cốt dừa, Sữa đặc, Lòng đỏ trứng gà, Bột khoai tây",0,1,1,1,0.75,4
dish1962,Bánh ú trứng muối nhân mặn thập cẩm,mon banh,"Gạo nếp, Đậu xanh, Trứng muối, Thịt ba rọi, Lạp xưởng",dish1216,Bánh nếp đường đen,mon banh,"Bột nếp, Đường trắng, Đường đen, Mè, Hạnh nhân",0,1,1,1,0.75,4
dish1962,Bánh ú trứng muối nhân mặn thập cẩm,mon banh,"Gạo nếp, Đậu xanh, Trứng muối, Thịt ba rọi, Lạp xưởng",dish0931,Bánh tam giác mạch,mon banh,"Hạt tam giác mạch, Nước",0,1,0,0,0.25,4
dish1962,Bánh ú trứng muối nhân mặn thập cẩm,mon banh,"Gạo nếp, Đậu xanh, Trứng muối, Thịt ba rọi, Lạp xưởng",dish1149,Bánh quy yến mạch,mon banh,"Khoai lang vàng, Bột yến mạch, Bơ lạt, Mật ong, Lòng đỏ trứng gà",0,0,1,1,0.5,4
dish1962,Bánh ú trứng muối nhân mặn thập cẩm,mon banh,"Gạo nếp, Đậu xanh, Trứng muối, Thịt ba rọi, Lạp xưởng",dish0960,Bánh pía trứng muối,mon banh,"Đậu xanh, Bột bánh dẻo, Dầu ăn, Đường, Thịt sầu riêng",1,1,1,1,1.0,4
dish1962,Bánh ú trứng muối nhân mặn thập cẩm,mon banh,"Gạo nếp, Đậu xanh, Trứng muối, Thịt ba rọi, Lạp xưởng",dish1600,Bánh tét hạt điều,mon banh,"Nếp, Hạt điều, Thịt ba rọi, Muối, Đường",1,1,2,1,1.25,4
dish1962,Bánh ú trứng muối nhân mặn thập cẩm,mon banh,"Gạo nếp, Đậu xanh, Trứng muối, Thịt ba rọi, Lạp xưởng",dish1587,Bánh tét lá cẩm chay nhân đậu,mon banh,"Gạo nếp, Đậu xanh, Đậu thận, Lá cẩm, Dầu dừa",1,1,1,1,1.0,4
dish1962,Bánh ú trứng muối nhân mặn thập cẩm,mon banh,"Gạo nếp, Đậu xanh, Trứng muối, Thịt ba rọi, Lạp xưởng",dish0900,Bánh ú lá tre,mon banh,"Gạo nếp, Nước tro tàu, Đậu xanh, Đường thốt nốt, Nước cốt dừa",1,1,1,1,1.0,4
dish1962,Bánh ú trứng muối nhân mặn thập cẩm,mon banh,"Gạo nếp, Đậu xanh, Trứng muối, Thịt ba rọi, Lạp xưởng",dish2780,Bánh bao nướng ngàn lớp,mon banh,"Giò sống, Thịt heo băm, Lạp xưởng, Trứng muối, Trứng gà",1,2,2,1,1.5,4
dish9007,Sandwich phô mai nướng truyền thống,an vat,"Bánh mì sandwich, Phô mai Cheddar, Phô mai Parmesan, Phô mai Mozzarella, Bơ lạt",dish8725,Bánh tráng cuốn trứng lòng đào,an vat,"Trứng cút, Hành tím, Cóc lớn, Khô bò sợi, Đậu phộng rang",0,1,1,1,0.75,4
dish9007,Sandwich phô mai nướng truyền thống,an vat,"Bánh mì sandwich, Phô mai Cheddar, Phô mai Parmesan, Phô mai Mozzarella, Bơ lạt",dish8814,Dâu tây ngâm đường,an vat,"Dâu tây, Đường, Muối hạt",0,0,0,0,0.0,4
dish9007,Sandwich phô mai nướng truyền thống,an vat,"Bánh mì sandwich, Phô mai Cheddar, Phô mai Parmesan, Phô mai Mozzarella, Bơ lạt",dish9097,Bánh khoai tây phô mai tan chảy,an vat,"Khoai tây, Bơ lạt, Heavy cream (còn được gọi là kem sữa béo hoặc kem bông tuyết, Phô mai Mozzarella, Trứng gà",0,2,1,1,1.0,4
dish9007,Sandwich phô mai nướng truyền thống,an vat,"Bánh mì sandwich, Phô mai Cheddar, Phô mai Parmesan, Phô mai Mozzarella, Bơ lạt",dish9157,Kẹo hạt điều caramel,an vat,"Hạt điều rang, Bơ lạt, Đường, Nước cốt chanh, Mè rang",0,1,0,1,0.5,4
dish9007,Sandwich phô mai nướng truyền thống,an vat,"Bánh mì sandwich, Phô mai Cheddar, Phô mai Parmesan, Phô mai Mozzarella, Bơ lạt",dish9076,Tóp mỡ chay chiên giòn,an vat,"Bánh mì sandwich, Tương ớt, Muối, Dầu ăn",0,1,1,1,0.75,4
dish9007,Sandwich phô mai nướng truyền thống,an vat,"Bánh mì sandwich, Phô mai Cheddar, Phô mai Parmesan, Phô mai Mozzarella, Bơ lạt",dish8789,Rau câu sơn thủy,an vat,"Nước cốt dừa, Sữa đặc, Lá dứa, Bột rau câu giòn, Nước cốt cà phê",0,0,0,0,0.0,4
dish9007,Sandwich phô mai nướng truyền thống,an vat,"Bánh mì sandwich, Phô mai Cheddar, Phô mai Parmesan, Phô mai Mozzarella, Bơ lạt",dish8736,Sấu chín dầm muối ớt,an vat,"Quả sấu chín, Đường, Ớt bột, Bột canh",0,0,0,0,0.0,4
dish9007,Sandwich phô mai nướng truyền thống,an vat,"Bánh mì sandwich, Phô mai Cheddar, Phô mai Parmesan, Phô mai Mozzarella, Bơ lạt",dish9312,Cơm cuộn hình ốc sên,an vat,"Phô mai Cheddar, Lá rong biển, Dăm bông vuông, Cơm, Dầu mè",0,1,1,1,0.75,4
dish4185,Mực trứng nướng muối ớt,mon nuong,"Mực trứng, Hành tím băm, Tỏi băm, Ớt băm, Ớt sa tế",dish4117,Răng mực nướng sa tế,mon nuong,"Răng mực, Rau diếp cá, Rau răm, Rau húng quế, Chanh",1,1,1,1,1.0,4
dish4185,Mực trứng nướng muối ớt,mon nuong,"Mực trứng, Hành tím băm, Tỏi băm, Ớt băm, Ớt sa tế",dish4069,Thịt heo nướng giấy bạc bằng bếp than,mon nuong,"Thịt heo, Nước mắm, Nước ớt đặc, Tương ớt, Ớt khô",0,1,1,1,0.75,4
dish4185,Mực trứng nướng muối ớt,mon nuong,"Mực trứng, Hành tím băm, Tỏi băm, Ớt băm, Ớt sa tế",dish3836,Khoai tây nướng trứng đơn giản,mon nuong,"Khoai tây, Hành tây, Trứng gà, Phô mai mozzarella, Tỏi",0,1,1,1,0.75,4
dish4185,Mực trứng nướng muối ớt,mon nuong,"Mực trứng, Hành tím băm, Tỏi băm, Ớt băm, Ớt sa tế",dish3814,Cá lốc nướng ống tre,mon nuong,"Cá lóc, Ớt, Tỏi, Hành tím, Hành lá",1,1,1,1,1.0,4
dish4185,Mực trứng nướng muối ớt,mon nuong,"Mực trứng, Hành tím băm, Tỏi băm, Ớt băm, Ớt sa tế",dish3924,Mề gà nướng muối ớt,mon nuong,"Mề gà, Gừng, Hành tím băm, Tỏi băm, Ớt băm",1,1,2,1,1.25,4
dish4185,Mực trứng nướng muối ớt,mon nuong,"Mực trứng, Hành tím băm, Tỏi băm, Ớt băm, Ớt sa tế",dish4180,Chả cá nướng nghệ,mon nuong,"Chả cá thác lác tươi, Thịt heo xay, Lá lốt, Tỏi phi, Hành phi",0,1,1,1,0.75,4
dish4185,Mực trứng nướng muối ớt,mon nuong,"Mực trứng, Hành tím băm, Tỏi băm, Ớt băm, Ớt sa tế",dish4101,Bò nướng sốt tiêu đen,mon nuong,"Thịt bò, Nước tương, Dầu hào, Bột bắp, Tỏi băm",0,1,1,1,0.75,4
dish4185,Mực trứng nướng muối ớt,mon nuong,"Mực trứng, Hành tím băm, Tỏi băm, Ớt băm, Ớt sa tế",dish4301,sườn nướng sốt dâu tây,mon nuong,"Sườn heo, Dâu tây, Tỏi băm, Hành tím băm, Mật ong",0,1,1,1,0.75,4
dish9009,Sữa chua mít,an vat,"Sữa chua không đường, Sữa đặc có đường, Mít đã bỏ hạt, Lê, Bột năng",dish9140,Yến mạch hoa quả,an vat,"Yến mạch, Sữa tươi, Sữa chua không đường, Chuối, Bơ",1,1,1,1,1.0,4
dish9009,Sữa chua mít,an vat,"Sữa chua không đường, Sữa đặc có đường, Mít đã bỏ hạt, Lê, Bột năng",dish8743,Dương chi cam lộ,an vat,"Bột báng kim, Nước, Đường phèn, Xoài xay nhuyễn, Xoài chín",0,1,1,0,0.5,4
dish9009,Sữa chua mít,an vat,"Sữa chua không đường, Sữa đặc có đường, Mít đã bỏ hạt, Lê, Bột năng",dish8919,Sữa chua dầm hoa quả,an vat,"Sữa chua có đường, Dưa hấu, Nho, Xoài, Thanh long",1,2,1,1,1.25,4
dish9009,Sữa chua mít,an vat,"Sữa chua không đường, Sữa đặc có đường, Mít đã bỏ hạt, Lê, Bột năng",dish9010,Mì sầu riêng,an vat,"Thịt sầu riêng, Đường thốt nốt, Đậu phộng rang, Bột năng, Trân châu trắng",0,1,1,0,0.5,4
dish9009,Sữa chua mít,an vat,"Sữa chua không đường, Sữa đặc có đường, Mít đã bỏ hạt, Lê, Bột năng",dish9176,Mứt dừa sữa,an vat,"Cơm dừa, Sữa đặc có đường, Đường",0,1,1,1,0.75,4
dish9009,Sữa chua mít,an vat,"Sữa chua không đường, Sữa đặc có đường, Mít đã bỏ hạt, Lê, Bột năng",dish9034,Chè Thái,an vat,"Thạch dừa, Lê, Mít, Si rô dâu, Bột sương sáo đen",1,1,1,1,1.0,4
dish9009,Sữa chua mít,an vat,"Sữa chua không đường, Sữa đặc có đường, Mít đã bỏ hạt, Lê, Bột năng",dish8814,Dâu tây ngâm đường,an vat,"Dâu tây, Đường, Muối hạt",0,1,1,1,0.75,4
dish9009,Sữa chua mít,an vat,"Sữa chua không đường, Sữa đặc có đường, Mít đã bỏ hạt, Lê, Bột năng",dish8774,Khoai deo Quảng Bình,an vat,"Khoai lang mật, Muối",0,1,0,0,0.25,4
dish7633,Cá nục hấp xì dầu,mon hap,"Cá nục, Nấm đông cô tươi, Hành lá, Ngò rí, Ớt",dish7709,Cà tím hấp mỡ hành,mon hap,"Cà tím, Hành lá, Dầu ăn, Nước mắm, Hạt nêm",0,1,1,1,0.75,4
dish7633,Cá nục hấp xì dầu,mon hap,"Cá nục, Nấm đông cô tươi, Hành lá, Ngò rí, Ớt",dish7592,Đậu bắp hấp xì dầu,mon hap,"Đậu bắp, Ớt, Hành lá, Hành tím, Tỏi",1,1,1,1,1.0,4
dish7633,Cá nục hấp xì dầu,mon hap,"Cá nục, Nấm đông cô tươi, Hành lá, Ngò rí, Ớt",dish7642,Ốc gạo hấp sả,mon hap,"Ốc gạo, Tắc, Ớt, Sả, Lá chanh",0,1,1,1,0.75,4
dish7633,Cá nục hấp xì dầu,mon hap,"Cá nục, Nấm đông cô tươi, Hành lá, Ngò rí, Ớt",dish7591,Cua hấp muối,mon hap,"Cua biển, Muối hột, Sả, Chanh, Ớt",1,1,1,1,1.0,4
dish7633,Cá nục hấp xì dầu,mon hap,"Cá nục, Nấm đông cô tươi, Hành lá, Ngò rí, Ớt",dish7593,Cá diêu hồng hấp dưa cải,mon hap,"Cá diêu hồng, Dưa cải, Nấm rơm, Tỏi băm, Hành lá",1,1,1,1,1.0,4
dish7633,Cá nục hấp xì dầu,mon hap,"Cá nục, Nấm đông cô tươi, Hành lá, Ngò rí, Ớt",dish7587,Đậu hũ trứng,mon hap,"Trứng gà, Sữa đậu nành, Muối, Hạt nêm, Nước tương",0,1,1,0,0.5,4
dish7633,Cá nục hấp xì dầu,mon hap,"Cá nục, Nấm đông cô tươi, Hành lá, Ngò rí, Ớt",dish7574,Cơm lá dứa,mon hap,"Lá dứa, Gạo tấm, Chà bông, Nước dừa tươi, Nước cốt dừa",0,1,1,0,0.5,4
dish7633,Cá nục hấp xì dầu,mon hap,"Cá nục, Nấm đông cô tươi, Hành lá, Ngò rí, Ớt",dish7630,Trứng hấp cà chua,mon hap,"Cà chua, Trứng vịt, Hành lá, Hạt nêm, Bột ngọt",0,1,1,1,0.75,4
dish3088,Chè khoai môn nếp,mon che,"Khoai môn, Lá dứa, Nếp ngỗng, Nước cốt dừa dão, Nước cốt dừa",dish2747,Bánh naan Ấn Độ,mon banh,"Bột mì đa dụng, Sữa, Đường, Muối, Dầu ăn",0,0,0,0,0.0,4
dish3088,Chè khoai môn nếp,mon che,"Khoai môn, Lá dứa, Nếp ngỗng, Nước cốt dừa dão, Nước cốt dừa",dish3084,Chè thạch sắn dây đậu xanh,mon che,"Thạch sắn dây, Đậu xanh, Bột khoai, Bột báng, Phổ tai",1,1,1,1,1.0,4
dish3088,Chè khoai môn nếp,mon che,"Khoai môn, Lá dứa, Nếp ngỗng, Nước cốt dừa dão, Nước cốt dừa",dish6245,Cá rô kho tương hột,mon kho,"Cá rô đồng, Tương hột, Sả, Gừng, Riềng",0,1,0,0,0.25,4
dish3088,Chè khoai môn nếp,mon che,"Khoai môn, Lá dứa, Nếp ngỗng, Nước cốt dừa dão, Nước cốt dừa",dish3091,Chè trân châu cốt dừa,mon che,"Bột năng, Dừa non, Nước dừa tươi, Nước cốt dừa, Nước bột năng",1,1,1,1,1.0,4
dish3088,Chè khoai môn nếp,mon che,"Khoai môn, Lá dứa, Nếp ngỗng, Nước cốt dừa dão, Nước cốt dừa",dish3104,Chè bột năng,mon che,"Bột năng, Gừng, Đường, Nước cốt dừa, Đậu phộng rang",1,1,1,1,1.0,4
dish3088,Chè khoai môn nếp,mon che,"Khoai môn, Lá dứa, Nếp ngỗng, Nước cốt dừa dão, Nước cốt dừa",dish3090,Chè hạt sen thập cẩm,mon che,"Hạt sen tươi, Bắp, Đường phèn, Táo đỏ khô, Hạt chia",0,1,1,1,0.75,4
dish3088,Chè khoai môn nếp,mon che,"Khoai môn, Lá dứa, Nếp ngỗng, Nước cốt dừa dão, Nước cốt dừa",dish3097,Chè trái lê táo đỏ,mon che,"Lê, Táo đỏ, Kỷ tử, Đường phèn, Nước lọc",0,1,1,1,0.75,4
dish3088,Chè khoai môn nếp,mon che,"Khoai môn, Lá dứa, Nếp ngỗng, Nước cốt dừa dão, Nước cốt dừa",dish3081,Chè khoai môn dẻo,mon che,"Khoai môn, Đường, Khoai lang tím, Bột năng, Bột mì",1,2,1,1,1.25,4
dish1191,Bánh bông lan sữa chua bằng nồi chiên không dầu bông mềm,mon banh,"Bột mì, Bột bắp, Đường, Sữa chua, Bơ",dish2925,Bánh bông lan Pháp,mon banh,"Bột mì, Sữa tươi, Trứng gà, Vani, Cốt chanh",1,2,1,1,1.25,4
dish1191,Bánh bông lan sữa chua bằng nồi chiên không dầu bông mềm,mon banh,"Bột mì, Bột bắp, Đường, Sữa chua, Bơ",dish1264,Panna cotta chanh dây (chanh leo),mon banh,"Sữa tươi không đường, Mật ong, Chanh dây, Gelatin",0,1,1,1,0.75,4
dish1191,Bánh bông lan sữa chua bằng nồi chiên không dầu bông mềm,mon banh,"Bột mì, Bột bắp, Đường, Sữa chua, Bơ",dish0851,Bánh khảo,mon banh,"Gạo nếp, Đường phên, Đường tinh luyện, Đậu phộng, Đường cát trắng",0,1,1,1,0.75,4
dish1191,Bánh bông lan sữa chua bằng nồi chiên không dầu bông mềm,mon banh,"Bột mì, Bột bắp, Đường, Sữa chua, Bơ",dish1024,Bánh cupcake bông lan mật ong,mon banh,"Bột mì, Trứng gà, Bơ lạt, Mật ong, Sữa tươi",1,2,1,1,1.25,4
dish1191,Bánh bông lan sữa chua bằng nồi chiên không dầu bông mềm,mon banh,"Bột mì, Bột bắp, Đường, Sữa chua, Bơ",dish1493,Bánh bông lan bằng nồi cơm điện,mon banh,"Bột mì, Bột bắp, Sữa tươi có đường, Trứng gà, Chanh",1,2,1,1,1.25,4
dish1191,Bánh bông lan sữa chua bằng nồi chiên không dầu bông mềm,mon banh,"Bột mì, Bột bắp, Đường, Sữa chua, Bơ",dish2710,Làm bánh bông lan cà phê bằng nồi cơm điện,mon banh,"Bột mì số 8, Bột bắp, Vani, Bơ lạt, Trứng gà",1,2,2,1,1.5,4
dish1191,Bánh bông lan sữa chua bằng nồi chiên không dầu bông mềm,mon banh,"Bột mì, Bột bắp, Đường, Sữa chua, Bơ",dish1325,Bánh chuối bột nếp hấp,mon banh,"Chuối chín, Bột nếp, Đường trắng, Nước lọc, Dầu ăn",0,1,1,1,0.75,4
dish1191,Bánh bông lan sữa chua bằng nồi chiên không dầu bông mềm,mon banh,"Bột mì, Bột bắp, Đường, Sữa chua, Bơ",dish2566,Bánh bông lan cuộn khoai lang tím,mon banh,"Khoai lang tím, Trứng gà, Bột mì, Bột bắp, Dầu ăn",1,1,2,1,1.25,4
dish1254,Bánh da lợn cà phê cốt dừa,mon banh,"Bột năng, Bột gạo tẻ, Đường, Muối, Nước cốt dừa",dish1728,Bánh phục linh,mon banh,"Bột năng, Nước cốt dừa, Nước cốt lá dứa, Lá dứa, Đường",1,1,1,1,1.0,4
dish1254,Bánh da lợn cà phê cốt dừa,mon banh,"Bột năng, Bột gạo tẻ, Đường, Muối, Nước cốt dừa",dish0923,Bánh sinh nhật Tiramisu,mon banh,"Trứng gà, Đường cát, Bột mì, Bơ, Vani",0,0,1,0,0.25,4
dish1254,Bánh da lợn cà phê cốt dừa,mon banh,"Bột năng, Bột gạo tẻ, Đường, Muối, Nước cốt dừa",dish1168,Bánh hạt sen chiên giòn,mon banh,"Củ sen, Hạt sen, Húng lủi, Tỏi băm, Ớt băm",0,1,1,0,0.5,4
dish1254,Bánh da lợn cà phê cốt dừa,mon banh,"Bột năng, Bột gạo tẻ, Đường, Muối, Nước cốt dừa",dish2083,Bánh khoai môn hấp nước cốt dừa,mon banh,"Khoai môn, Lá cẩm, Bột gạo, Bột năng, Nước cốt dừa",1,1,1,1,1.0,4
dish1254,Bánh da lợn cà phê cốt dừa,mon banh,"Bột năng, Bột gạo tẻ, Đường, Muối, Nước cốt dừa",dish1089,Bánh bông lan sốt ruốc,mon banh,"Trứng gà, Ruốc bông, Bột ngô, Bột mì đa dụng, Sữa tươi có đường",0,1,1,1,0.75,4
dish1254,Bánh da lợn cà phê cốt dừa,mon banh,"Bột năng, Bột gạo tẻ, Đường, Muối, Nước cốt dừa",dish0944,Bánh bò bông,mon banh,"Bột gạo tẻ, Bột nếp, Sữa tươi không đường, Đường thốt nốt, Men khô",1,1,1,1,1.0,4
dish1254,Bánh da lợn cà phê cốt dừa,mon banh,"Bột năng, Bột gạo tẻ, Đường, Muối, Nước cốt dừa",dish2779,Bánh đúc đậu đỏ,mon banh,"Bột nếp, Bột gạo, Đậu đỏ, Nước cốt dừa, Muối",1,1,1,1,1.0,4
dish1254,Bánh da lợn cà phê cốt dừa,mon banh,"Bột năng, Bột gạo tẻ, Đường, Muối, Nước cốt dừa",dish1817,Bánh donut khoai lang nước cốt dừa,mon banh,"Khoai lang, Bột năng, Nước cốt dừa, Dầu ăn, Muối",1,1,1,1,1.0,4
dish8118,Salad dưa lưới 3 màu,mon goi - salad,"Dưa hấu, Dưa lưới vàng, Dưa lê xanh, Nước cốt chanh, Mật ong",dish7981,Gỏi da heo hoa chuối,mon goi - salad,"Da heo, Hoa chuối, Rau húng, Ngò rí, Ngò gai",0,1,1,1,0.75,4
dish8118,Salad dưa lưới 3 màu,mon goi - salad,"Dưa hấu, Dưa lưới vàng, Dưa lê xanh, Nước cốt chanh, Mật ong",dish8070,Salad hoa quả họ Berry sốt chanh,mon goi - salad,"Dứa, Kiwi, Dâu tây, Mâm xôi đen, Việt quất",0,1,1,1,0.75,4
dish8118,Salad dưa lưới 3 màu,mon goi - salad,"Dưa hấu, Dưa lưới vàng, Dưa lê xanh, Nước cốt chanh, Mật ong",dish8015,Rau càng cua trộn trứng thịt,mon goi - salad,"Rau càng cua, Thịt ba chỉ heo, Cà chua, Trứng gà, Hành tím",0,1,1,1,0.75,4
dish8118,Salad dưa lưới 3 màu,mon goi - salad,"Dưa hấu, Dưa lưới vàng, Dưa lê xanh, Nước cốt chanh, Mật ong",dish7994,Nộm củ đậu với dừa,mon goi - salad,"Củ sắn, Dừa sợi, Dưa chuột, Cà rốt, Giá đỗ",1,1,1,1,1.0,4
dish8118,Salad dưa lưới 3 màu,mon goi - salad,"Dưa hấu, Dưa lưới vàng, Dưa lê xanh, Nước cốt chanh, Mật ong",dish8202,Gỏi dưa leo cà rốt giòn,mon goi - salad,"Dưa leo, Cà rốt, Tỏi, Ớt, Rau quế",1,1,1,1,1.0,4
dish8118,Salad dưa lưới 3 màu,mon goi - salad,"Dưa hấu, Dưa lưới vàng, Dưa lê xanh, Nước cốt chanh, Mật ong",dish8378,Nấm rơm muối chua,mon goi - salad,"Nấm rơm, Giấm gạo, Nước mắm, Đường, Muối hạt",0,1,1,1,0.75,4
dish8118,Salad dưa lưới 3 màu,mon goi - salad,"Dưa hấu, Dưa lưới vàng, Dưa lê xanh, Nước cốt chanh, Mật ong",dish8166,Mắm dưa cà pháo,mon goi - salad,"Cà pháo, Dưa leo nhỏ, Tỏi, Ớt sừng, Ớt",0,1,1,1,0.75,4
dish8118,Salad dưa lưới 3 màu,mon goi - salad,"Dưa hấu, Dưa lưới vàng, Dưa lê xanh, Nước cốt chanh, Mật ong",dish8039,Salad gà dầu giấm,mon goi - salad,"Thịt ức gà, Bơ, Khoai lang, Cà chua, Rau xà lách",0,1,1,0,0.5,4
dish6540,Nui chiên trứng,mon chien,"Nui, Trứng, Cà rốt, Cải trắng, Hành lá",dish6773,Chả giò sake,mon chien,"Sa kê, Tôm sú, Thịt heo xay, Nấm mèo, Bún tàu",0,1,1,0,0.5,4
dish6540,Nui chiên trứng,mon chien,"Nui, Trứng, Cà rốt, Cải trắng, Hành lá",dish6667,Da gà chiên giòn,mon chien,"Da gà, Bột chiên giòn, Gừng, Ớt, Tỏi",0,1,1,1,0.75,4
dish6540,Nui chiên trứng,mon chien,"Nui, Trứng, Cà rốt, Cải trắng, Hành lá",dish6492,Bột chiên từ cơm nguội và gạo,mon chien,"Gạo, Cơm nguội, Bột năng, Trứng, Hành lá",1,2,1,1,1.25,4
dish6540,Nui chiên trứng,mon chien,"Nui, Trứng, Cà rốt, Cải trắng, Hành lá",dish7124,Ram bắp thịt,mon chien,"Thịt heo, Trứng gà, Bắp Mỹ, Nấm mèo, Cà rốt",1,1,1,1,1.0,4
dish6540,Nui chiên trứng,mon chien,"Nui, Trứng, Cà rốt, Cải trắng, Hành lá",dish6888,Gà viên chiên phô mai,mon chien,"Phi lê gà, Bột bắp, Phô mai, Phô mai mozzarella, Trứng gà",1,1,1,1,1.0,4
dish6540,Nui chiên trứng,mon chien,"Nui, Trứng, Cà rốt, Cải trắng, Hành lá",dish7098,Trứng chiên hoa hồng,mon chien,"Trứng, Bông hoa hồng đỏ, Tiêu, Dầu ăn",1,1,1,1,1.0,4
dish6540,Nui chiên trứng,mon chien,"Nui, Trứng, Cà rốt, Cải trắng, Hành lá",dish6818,Sườn non chay rim chanh,mon chien,"Sườn non chay, Dầu ăn, Nước cốt chanh, Tương ớt, Đường",0,1,0,1,0.5,4
